row_number,source_row_id,voucher_text,voucher_norm,sales_account,sales_account_norm,product,product_norm,sales_account_exists,product_exists,exact_mapping_exists,is_business_skip_row
1788,1788,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1789,1789,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1790,1790,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1791,1791,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1792,1792,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1793,1793,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1794,1794,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1795,1795,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1796,1796,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1797,1797,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1798,1798,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1799,1799,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1800,1800,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1801,1801,JH/2526/ 128,JH2526128,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1802,1802,JH/2526/ 129,JH2526129,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1803,1803,JH/2526/ 131,JH2526131,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1804,1804,JH/2526/ 135,JH2526135,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1805,1805,JH/2526/ 136,JH2526136,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1806,1806,JH/2526/ 139,JH2526139,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1807,1807,JH/2526/ 140,JH2526140,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1808,1808,JH/2526/ 141,JH2526141,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1809,1809,JH/2526/ 141,JH2526141,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1810,1810,JH/2526/ 143,JH2526143,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1811,1811,JH/2526/ 144,JH2526144,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1812,1812,JH/2526/ 144,JH2526144,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1813,1813,JH/2526/ 144,JH2526144,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1814,1814,JH/2526/ 144,JH2526144,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1815,1815,JH/2526/ 145,JH2526145,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1816,1816,JH/2526/ 147,JH2526147,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1817,1817,JH/2526/ 149,JH2526149,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1818,1818,JH/2526/ 150,JH2526150,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1819,1819,JH/2526/ 150,JH2526150,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1820,1820,JH/2526/ 150,JH2526150,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1821,1821,JH/2526/ 150,JH2526150,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1822,1822,JH/2526/ 150,JH2526150,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1823,1823,JH/2526/ 153,JH2526153,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1824,1824,JH/2526/ 154,JH2526154,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1825,1825,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1826,1826,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1827,1827,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1828,1828,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1829,1829,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1830,1830,JH/2526/ 155,JH2526155,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1831,1831,JH/2526/ 159,JH2526159,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1832,1832,JH/2526/ 160,JH2526160,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1833,1833,JH/2526/ 162,JH2526162,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1834,1834,JH/2526/ 164,JH2526164,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1835,1835,JH/2526/ 166,JH2526166,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1836,1836,JH/2526/ 168,JH2526168,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1837,1837,JH/2526/ 170,JH2526170,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1838,1838,JH/2526/ 172,JH2526172,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1839,1839,JH/2526/ 173,JH2526173,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1840,1840,JH/2526/ 175,JH2526175,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1841,1841,JH/2526/ 177,JH2526177,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1842,1842,JH/2526/ 181,JH2526181,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1843,1843,JH/2526/ 184,JH2526184,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1844,1844,JH/2526/ 185,JH2526185,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1845,1845,JH/2526/ 188,JH2526188,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1846,1846,JH/2526/ 191,JH2526191,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1847,1847,JH/2526/ 191,JH2526191,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1848,1848,JH/2526/ 192,JH2526192,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1849,1849,JH/2526/ 194,JH2526194,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1850,1850,JH/2526/ 194,JH2526194,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1851,1851,JH/2526/ 194,JH2526194,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1852,1852,JH/2526/ 194,JH2526194,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1853,1853,JH/2526/ 195,JH2526195,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1854,1854,JH/2526/ 195,JH2526195,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1855,1855,JH/2526/ 196,JH2526196,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1856,1856,JH/2526/ 201,JH2526201,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1857,1857,JH/2526/ 203,JH2526203,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1858,1858,JH/2526/ 203,JH2526203,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1859,1859,JH/2526/ 205,JH2526205,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1860,1860,JH/2526/ 207,JH2526207,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1861,1861,JH/2526/ 209,JH2526209,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1862,1862,JH/2526/ 210,JH2526210,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1863,1863,JH/2526/ 213,JH2526213,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1864,1864,JH/2526/ 214,JH2526214,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1865,1865,JH/2526/ 216,JH2526216,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1866,1866,JH/2526/ 219,JH2526219,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1867,1867,JH/2526/ 220,JH2526220,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1868,1868,JH/2526/ 221,JH2526221,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1869,1869,JH/2526/ 229,JH2526229,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1870,1870,JH/2526/ 229,JH2526229,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1871,1871,JH/2526/ 231,JH2526231,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1872,1872,JH/2526/ 234,JH2526234,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1873,1873,JH/2526/ 235,JH2526235,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1874,1874,JH/2526/ 236,JH2526236,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1875,1875,JH/2526/ 239,JH2526239,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1876,1876,JH/2526/ 240,JH2526240,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1877,1877,JH/2526/ 243,JH2526243,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1878,1878,JH/2526/ 244,JH2526244,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1879,1879,JH/2526/ 246,JH2526246,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1880,1880,JH/2526/ 247,JH2526247,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1881,1881,JH/2526/ 250,JH2526250,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1882,1882,JH/2526/ 252,JH2526252,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1883,1883,JH/2526/ 253,JH2526253,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1884,1884,JH/2526/ 253,JH2526253,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1885,1885,JH/2526/ 257,JH2526257,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1886,1886,JH/2526/ 260,JH2526260,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1887,1887,JH/2526/ 261,JH2526261,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1888,1888,JH/2526/ 265,JH2526265,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1889,1889,JH/2526/ 268,JH2526268,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1890,1890,JH/2526/ 270,JH2526270,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1891,1891,JH/2526/ 270,JH2526270,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1892,1892,JH/2526/ 271,JH2526271,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1893,1893,JH/2526/ 272,JH2526272,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1894,1894,JH/2526/ 272,JH2526272,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1895,1895,JH/2526/ 274,JH2526274,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1896,1896,JH/2526/ 274,JH2526274,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1897,1897,JH/2526/ 275,JH2526275,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1898,1898,JH/2526/ 275,JH2526275,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1899,1899,JH/2526/ 280,JH2526280,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1900,1900,JH/2526/ 283,JH2526283,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1901,1901,JH/2526/ 283,JH2526283,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1902,1902,JH/2526/ 284,JH2526284,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1903,1903,JH/2526/ 286,JH2526286,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1904,1904,JH/2526/ 286,JH2526286,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1905,1905,JH/2526/ 286,JH2526286,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1906,1906,JH/2526/ 287,JH2526287,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1907,1907,JH/2526/ 287,JH2526287,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1908,1908,JH/2526/ 287,JH2526287,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1909,1909,JH/2526/ 288,JH2526288,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1910,1910,JH/2526/ 290,JH2526290,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1911,1911,JH/2526/ 290,JH2526290,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1912,1912,JH/2526/ 290,JH2526290,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1913,1913,JH/2526/ 290,JH2526290,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1914,1914,JH/2526/ 292,JH2526292,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1915,1915,JH/2526/ 293,JH2526293,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1916,1916,JH/2526/ 296,JH2526296,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1917,1917,JH/2526/ 297,JH2526297,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1918,1918,JH/2526/ 298,JH2526298,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1919,1919,JH/2526/ 298,JH2526298,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1920,1920,JH/2526/ 300,JH2526300,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1921,1921,JH/2526/ 301,JH2526301,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1922,1922,JH/2526/ 303,JH2526303,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1923,1923,JH/2526/ 304,JH2526304,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1924,1924,JH/2526/ 304,JH2526304,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1925,1925,JH/2526/ 305,JH2526305,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
1926,1926,JH/2526/ 309,JH2526309,GOLD SALES ACCOUNT - 18K,GOLD SALES ACCOUNT - 18K,GOLD ORNAMENTS 18K,GOLD ORNAMENTS 18K,true,true,true,false
